path	enum
[].Physiology and metabolism.fatty acid profile.[].system	Enum_0024
[].Physiology and metabolism.fatty acid profile.[].agar/liquid	Enum_0024
[].Physiology and metabolism.fatty acid profile.[].incubation_oxygen	Enum_0024
[].Physiology and metabolism.fatty acid profile.[].treatment	Enum_0024
[].Physiology and metabolism.fatty acid profile.[].fatty acids.fatty acid	Enum_0025
[].Physiology and metabolism.halophily.tested relation	Enum_0026
[].Physiology and metabolism.halophily.salt	Enum_0026
[].Physiology and metabolism.halophily.growth	Enum_0026
[].Physiology and metabolism.halophily.halophily level	Enum_0026
[].Physiology and metabolism.halophily.[].tested relation	Enum_0027
[].Physiology and metabolism.halophily.[].salt	Enum_0027
[].Physiology and metabolism.halophily.[].growth	Enum_0027
[].Physiology and metabolism.halophily.[].halophily level	Enum_0027
[].Physiology and metabolism.metabolite production.production	Enum_0001
[].Physiology and metabolism.metabolite production.[].production	Enum_0001
[].Physiology and metabolism.metabolite production.[].excretion	Enum_0001
[].Physiology and metabolism.metabolite tests.metabolite	Enum_0028
[].Physiology and metabolism.metabolite tests.indole test	Enum_0028
[].Physiology and metabolism.metabolite tests.voges-proskauer-test	Enum_0028
[].Physiology and metabolism.metabolite tests.methylred-test	Enum_0028
[].Physiology and metabolism.metabolite tests.citrate test	Enum_0028
[].Physiology and metabolism.metabolite tests.[].metabolite	Enum_0029
[].Physiology and metabolism.metabolite tests.[].voges-proskauer-test	Enum_0029
[].Physiology and metabolism.metabolite tests.[].indole test	Enum_0029
[].Physiology and metabolism.metabolite tests.[].methylred-test	Enum_0029
[].Physiology and metabolism.metabolite tests.[].citrate test	Enum_0029
[].Physiology and metabolism.metabolite utilization.utilization activity	Enum_0019
[].Physiology and metabolism.metabolite utilization.[].utilization activity	Enum_0018
[].Physiology and metabolism.oxygen tolerance.oxygen tolerance	Enum_0030
[].Physiology and metabolism.oxygen tolerance.[].oxygen tolerance	Enum_0030
[].Physiology and metabolism.spore formation.spore formation	Enum_0031
[].Physiology and metabolism.spore formation.type of spore	Enum_0031
[].Physiology and metabolism.spore formation.[].spore formation	Enum_0031
[].Physiology and metabolism.spore formation.[].type of spore	Enum_0031
[].Physiology and metabolism.tolerance.concentration	Enum_0032
[].Safety information.risk assessment.biosafety level comment	Enum_0033
[].Safety information.risk assessment.pathogenicity human	Enum_0033
[].Safety information.risk assessment.pathogenicity animal	Enum_0033
[].Safety information.risk assessment.pathogenicity plant	Enum_0033
[].Safety information.risk assessment.[].biosafety level	Enum_0034
[].Safety information.risk assessment.[].biosafety level comment	Enum_0034
[].Safety information.risk assessment.[].pathogenicity human	Enum_0034
[].Safety information.risk assessment.[].pathogenicity animal	Enum_0034
[].Safety information.risk assessment.[].pathogenicity plant	Enum_0034
[].Sequence information.16S sequences.database	Enum_0035
[].Sequence information.16S sequences.[].database	Enum_0035
[].Sequence information.GC content.method	Enum_0036
[].Sequence information.GC content.[].method	Enum_0036
[].Sequence information.Genome sequences.database	Enum_0037
[].Sequence information.Genome sequences.assembly level	Enum_0037
[].Sequence information.Genome sequences.[].database	Enum_0037
[].Sequence information.Genome sequences.[].assembly level	Enum_0037
